,track.id,artist.id,artist.name,track.name,addedAt,track.popularity,artist.popularity,artist.genres,track.explicit,trackAttributes.duration_ms,trackAttributes.tempo,trackAttributes.mode,trackAttributes.key,trackAttributes.time_signature,trackAttributes.loudness,trackAttributes.acousticness,trackAttributes.danceability,trackAttributes.energy,trackAttributes.instrumentalness,trackAttributes.liveness,trackAttributes.speechiness
0,0lVdukU9ejbFQwZIhg47hx,3iTsJGG39nMg9YiolUgLMQ,Morrissey,Everyday Is Like Sunday - 2011 Remaster,2020-02-24T20:16:19Z,49,67,"britpop,dance rock,rock,alternative rock,permanent wave,new wave,madchester",False,215267,117.064,1,0,4,-5.126,0.00345,0.6,0.869,0.441,0.311,0.0302
1,7HwHsu3cWrSzF6r11yyLs5,6zPcUezmkw9aGjoRlBxYxw,Wall Of Voodoo,Mona,2020-02-22T22:29:29Z,10,41,"dance rock,post-punk,new romantic,new wave",False,298867,113.519,1,2,4,-16.644,0.0163,0.581,0.531,0.392,0.164,0.0316
2,0iGNd4z2m80OjE2JcWmBSs,5BcZ22XONcRoLhTbZRuME1,The Moody Blues,The Voice,2020-02-10T20:01:57Z,40,65,"country rock,symphonic rock,hard rock,progressive rock,rock,album rock,psychedelic rock,art rock,folk rock,mellow gold,soft rock,classic rock,british invasion,folk,singer-songwriter",False,316560,152.334,1,0,4,-8.116,0.076,0.439,0.831,0.000462,0.127,0.045
3,1kChx0uGraDIIyOVtBVawU,4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,Watch Me Bleed,2020-02-10T19:51:18Z,45,75,"new wave pop,dance rock,rock,soft rock,new romantic,synthpop,permanent wave,new wave",False,255933,159.057,1,0,4,-6.117,0.0107,0.49,0.866,0.000636,0.106,0.0297
4,5WegjOIvnpNoX6uHtc8zyl,5odf7hjI7hyvAw66tmxhGF,Roger Daltrey,After the Fire,2020-02-02T23:53:31Z,26,42,album rock,False,276067,115.8,1,1,4,-13.692,0.0678,0.602,0.6,0,0.104,0.031
5,3AOu2lCNGgeDRXwOVlDDr9,6QtGlUje9TIkLrgPZrESuk,Steve Miller Band,Young Girl's Heart,2020-01-15T22:08:06Z,16,72,"country rock,roots rock,hard rock,rock,album rock,psychedelic rock,art rock,folk rock,mellow gold,soft rock,classic rock,heartland rock,singer-songwriter,blues rock",False,218067,128.961,1,9,4,-13.113,0.576,0.655,0.509,0.00132,0.0683,0.0307
6,1ApsBaz9fpPptVZxgqtOy3,3fhOTtm0LBJ3Ojn4hIljLo,Roxy Music,Oh Yeah!,2020-01-03T21:41:56Z,53,66,"new wave pop,melancholia,dance rock,rock,album rock,soft rock,art rock,mellow gold,glam rock,new romantic,classic rock,new wave,singer-songwriter,protopunk",False,290827,140.03,1,0,4,-8.415,0.195,0.608,0.548,0.0184,0.136,0.0276
7,0l7uOgbQ63LDcfZqr9Bjle,0qEcf3SFlpRcb3lK3f2GZI,Grand Funk Railroad,So You Won't Have To Die - Remastered 2002,2019-12-30T19:15:30Z,12,60,"country rock,roots rock,symphonic rock,hard rock,rock,album rock,psychedelic rock,art rock,folk rock,mellow gold,soft rock,classic rock,blues rock",False,201667,127.247,1,0,4,-10.687,0.0614,0.477,0.455,9.69e-05,0.0799,0.0424
8,2xX7CqmOYdQhGZJGjJ9m7K,1iTlOqIrZy8DlvCPJY2sjS,Golden Earring,Candy's Going Bad,2019-12-30T18:35:11Z,10,61,"rock,album rock,dutch prog,classic rock,nederpop,dutch rock",False,373800,134.486,1,2,4,-13.461,0.1,0.4,0.527,6.49e-06,0.161,0.0398
9,3Y5bjYf9fpBfywgQyTCcEH,2bt3I0VkmYuPvP57sxokab,Stiff Little Fingers,Is That What You Fought the War For - 1999 Remaster,2019-12-26T18:32:46Z,18,51,"pub rock,punk,oi,ska",False,236587,141.791,1,4,4,-6.311,0.0279,0.448,0.869,1.72e-06,0.188,0.0511
10,4xZSnIuXkjk1l8hM3qbiyZ,3ICflSq6ZgYAIrm2CTkfVP,The Animals,My Favourite Enemy,2019-12-26T18:28:40Z,17,70,"rock-and-roll,rock,album rock,psychedelic rock,folk rock,classic rock,british invasion,protopunk,blues rock",False,226067,153.484,1,9,4,-12.418,0.0206,0.406,0.799,2.62e-06,0.149,0.054
11,6UFivO2zqqPFPoQYsEMuCc,3l0CmX0FuQjFxr8SK7Vqag,Clairo,Bags,2019-12-21T18:53:38Z,69,81,"boston indie,bedroom pop,pop,indie pop",False,260520,104.996,1,1,4,-7.694,0.172,0.742,0.546,0.38,0.115,0.0315
12,0eeZckhlyJgT3nrEDCXZNr,3cniTumSiUysiPWXapGx1i,Cutting Crew,It Shouldn't Take Too Long,2019-12-12T22:56:53Z,21,65,"new wave pop,dance rock,album rock,soft rock,mellow gold,new romantic,synthpop,new wave",False,245560,116.403,0,9,4,-10.195,0.169,0.535,0.652,6.17e-06,0.0673,0.0307
13,0AkYLutYl7LC0iabvlrmpS,29kkCKKGXheHuoO829FxWK,Boston,I Think I Like It,2019-12-12T22:47:12Z,31,72,"country rock,hard rock,rock,album rock,soft rock,art rock,mellow gold,classic rock",False,246600,125.854,0,7,4,-14.615,0.29,0.333,0.515,0.00138,0.106,0.058
14,7tQxhJ3Vl57OMuFW8PBGWS,34jw2BbxjoYalTp8cJFCPv,Heart,Secret,2019-12-12T22:33:13Z,42,72,"pop rock,hard rock,new wave pop,rock,album rock,soft rock,mellow gold,classic rock,heartland rock",False,254373,127.792,0,9,4,-8.755,0.444,0.499,0.536,0,0.287,0.0352
15,2lLF68ZAnH2ZxnUEaRsrit,07h7JMfYWswTq4qpinC5q4,Altered Images,"I Could Be Happy - 12"" Version",2019-11-24T21:01:11Z,27,45,"new wave pop,dance rock,scottish new wave,new romantic,synthpop,new wave",False,210840,131.066,1,0,4,-6.329,0.153,0.66,0.768,0.42,0.0983,0.0417
16,2UQysLoUc6IjcSZUYrRhsA,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,Cat People (Putting out Fire) - 1999 Remaster,2019-11-23T21:42:01Z,25,84,"dance rock,rock,album rock,art rock,glam rock,permanent wave,classic rock,protopunk",False,309733,128.429,1,10,4,-7.95,0.00365,0.54,0.838,0.0985,0.111,0.0401
17,2L3nmEqQ8wm6KmYHeEHCy5,1CYmYyxlWBVY80Kvq5lTDg,The dB's,A Spy in the House of Love,2019-11-23T21:27:48Z,22,34,"pub rock,power pop,jangle pop,underground power pop,gbvfi",False,293867,119.994,1,11,4,-13.189,0.00125,0.607,0.651,0.0802,0.0453,0.0368
18,520YJjuLLkHfBOBr1zyScC,7Bah8E0kCETqEpAHI6CPzQ,Mr. Mister,I Wear the Face,2019-11-23T21:19:13Z,14,61,"new wave pop,dance rock,album rock,soft rock,mellow gold,new romantic,synthpop,new wave",False,293427,126.523,1,4,4,-14.147,0.0194,0.633,0.612,0.0525,0.0826,0.0315
19,0gRiVUZhN7AErXjiJnCqPX,0qEcf3SFlpRcb3lK3f2GZI,Grand Funk Railroad,Walk Like A Man (You Can Call Me Your Man) - Remastered 2002,2019-11-21T22:20:33Z,23,60,"country rock,roots rock,symphonic rock,hard rock,rock,album rock,psychedelic rock,art rock,folk rock,mellow gold,soft rock,classic rock,blues rock",False,245200,126.921,1,2,4,-4.153,0.000927,0.554,0.901,0.0555,0.216,0.0631
20,2tMH9KapUPpDkoNVFwc5V4,77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,All You Want Is Heaven,2019-11-21T00:07:26Z,12,77,"yacht rock,rock,soft rock,album rock,mellow gold,classic rock",False,242787,121.71,1,9,4,-8.534,0.0259,0.679,0.666,0.0588,0.0838,0.0287
21,65yJkMJgrGXyoUaBx98pTT,2y8Jo9CKhJvtfeKOsYzRdT,Rod Stewart,Foolish Behaviour,2019-11-21T00:00:05Z,14,78,"adult standards,mellow gold,soft rock",False,264160,130.067,1,9,4,-10.096,0.136,0.699,0.739,0.0314,0.0527,0.0338
22,348NUXYxvZGpoE02OACamj,2AVt92RJvypZ6WIvhNyTej,Utopia,You Make Me Crazy,2019-11-20T23:13:59Z,10,34,"symphonic rock,art rock,progressive rock",False,221227,118.067,1,0,4,-8.485,0.0852,0.619,0.716,0.0306,0.317,0.037
23,26P0taK4ugxnS6ovX319mo,3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,Loose End - Single LP Version - 1979,2019-11-20T22:01:50Z,26,81,"rock,mellow gold,permanent wave,classic rock,heartland rock,singer-songwriter",False,247040,119.75,1,7,4,-7.188,0.0114,0.474,0.923,0.0601,0.319,0.0499
24,0O9BqfU1Cdm7YqmD0TrT9i,3q1NXsv9XypOUCJfEatXH9,Pescado Rabioso,Cementerio Club,2019-11-09T06:45:20Z,54,59,"latin alternative,rock nacional,latin rock,rock en espanol,argentine indie,argentine rock",False,295827,122.963,0,6,3,-14.514,0.134,0.553,0.288,0.204,0.0987,0.0378
25,5mLiyp3ac2BVxiqvFzGMbO,3cohAS2UQTaOo80kCn8qjT,Ten Fé,No Night Lasts Forever,2019-11-07T01:15:36Z,23,51,metropopolis,False,215600,144.899,1,4,4,-7.123,0.334,0.558,0.751,0.631,0.108,0.0363
26,2uy4Mf0kTVLfRUFC4EwOjI,0aq2fCpDaNe60p3ketTtoh,Sink Ya Teeth,Substitutes,2019-11-06T21:21:50Z,13,32,east anglia indie,False,205813,125.016,1,6,4,-8.052,0.0159,0.757,0.783,0.696,0.0898,0.0347
27,02bd24PSiqCtobKWZIoGyk,5D65DHzw4qysvKA2VJzOtC,Patawawa,Song for Sam,2019-11-06T19:05:10Z,29,45,uk dance,False,195999,95.015,1,0,4,-9.039,0.106,0.761,0.554,0.649,0.101,0.0343
28,6EAKMiil8jDydp1OloOTkT,4yvuCAFk8vERXXBf138h8S,Robert Forster,No Fame,2019-11-06T04:10:45Z,17,31,"chamber pop,australian singer-songwriter,alternative country",False,267440,113.992,1,7,4,-9.295,0.0462,0.685,0.663,0.577,0.155,0.0262
29,6fhk1Vk1q59G725MFhxgm4,"0ZHBxsAXfOsiVwcjpwp1X8,2hlmm7s2ICUX0LVIhVFlZQ","Method,Gunna",Stay low (Guess),2019-11-05T06:31:32Z,0,"30,91","rap,hip hop,melodic rap,trap,atl hip hop",True,155054,83.5,1,8,4,-10.018,0.107,0.735,0.672,0.503,0.328,0.0416
30,0aH4n4qM5FdRVpYuxDFReM,3cohAS2UQTaOo80kCn8qjT,Ten Fé,Caught on the Inside,2019-11-05T06:27:48Z,18,51,metropopolis,False,406800,114.015,1,9,4,-5.92,0.00273,0.597,0.784,0.541,0.0911,0.0267
31,2qt7dWgYw4DuPBcXX1iMKw,758sHPdw5FpB5ZM8f5MpXe,Maxo,605,2019-11-05T06:12:01Z,23,43,experimental hip hop,True,78640,150.231,1,8,4,-5.097,0.324,0.724,0.835,0.814,0.0879,0.133
32,2JZHwLYnvwGqRUwHi2240w,09s6bLEw45wioK9ytf3nsA,Westerman,Kathy's Song,2019-11-05T05:18:48Z,30,51,uk alternative pop,False,255467,177.277,1,8,4,-9.914,0.296,0.67,0.402,0.511,0.114,0.054
33,1ayvgK2KSRwxbOIpXD6BVF,4Xi6LSfFqv26XgP9NKN26U,AJ Tracey,Prada Me,2019-11-05T05:05:59Z,44,77,"uk hip hop,ukg revival,grime",True,201559,147.014,1,7,4,-14.496,0.518,0.668,0.444,0.578,0.105,0.0501
34,5Y2P2hnVzU0qIOD3xcv1Ve,3a4OHGZwsqHc3eRChiDkS9,Nasty Cherry,Live Forever,2019-11-05T04:36:07Z,42,47,"hyperpop,dance pop,electropop,escape room",True,166633,92.974,1,8,4,-5.618,0.0081,0.689,0.829,0.672,0.305,0.0355
35,5QmhK1a1x2n3XlOU2Nqts7,1LoZxxInSyuVFKSMAB4BPl,DJ Python,Cuando,2019-11-05T04:16:15Z,28,35,"fluxwork,outsider house,float house,ambient house,microhouse",False,379314,105.011,1,5,4,-13.519,0.14,0.782,0.869,0.688,0.0619,0.045
36,5pTpFp9wr8X7uddedE7uJS,7pyhre5oEEFMqcgMEvJY7q,Sky Ferreira,Downhill Lullaby,2019-11-05T04:07:19Z,45,57,"metropopolis,candy pop,dance pop,indietronica,pop,art pop,neo-synthpop,la indie,escape room,electropop",False,332507,92.022,1,2,4,-9.124,0.534,0.436,0.563,0.651,0.185,0.0307
37,5gyzbPpAY0Ncu5Vkhea7U6,5m2lu7cT7DE9J21Guso5EO,Emilie Kahn,Never Good Enough,2019-11-05T04:05:44Z,12,30,"montreal indie,indie quebecois",True,277147,118.189,1,0,4,-9.138,0.474,0.683,0.608,0.668,0.101,0.028
38,4S4Mfvv03M1cHgIOJcbUCL,2h93pZq0e7k5yf4dywlkpM,Frank Ocean,In My Room,2019-11-05T04:05:37Z,76,87,"pop,neo soul,lgbtq+ hip hop,alternative r&b",True,133680,158.037,1,7,4,-7.425,0.594,0.861,0.647,0.661,0.114,0.0675
39,3IeVrRu0jOlwOkTwD9AykT,2m62cc253Xvd9qYQ8d2X3d,The Alan Parsons Project,Don't Answer Me,2019-11-05T03:49:19Z,56,66,"symphonic rock,progressive rock,album rock,soft rock,art rock,mellow gold,classic rock",False,251853,115.133,1,0,4,-8.716,0.0717,0.615,0.783,0.000109,0.215,0.0303
40,7FwBtcecmlpc1sLySPXeGE,3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,Dancing In the Dark,2019-10-31T01:38:55Z,76,81,"rock,mellow gold,permanent wave,classic rock,heartland rock,singer-songwriter",False,241307,148.723,0,1,4,-5.64,0.0115,0.527,0.942,0,0.188,0.0366
41,5W2wzbDu4os7SbAGVzbYfY,3Z02hBLubJxuFJfhacLSDc,Bryan Adams,One Night Love Affair,2019-10-29T23:43:17Z,48,80,"canadian pop,pop rock,canadian singer-songwriter,album rock,soft rock,mellow gold,heartland rock,classic canadian rock",False,273081,124.624,0,6,4,-5.667,0.000515,0.519,0.845,1.61e-06,0.376,0.0374
42,6mYdf1YziEMDePFKPPAgXh,5TnuP42pw475UrjjeabtwZ,The Waterboys,The Big Music - 2002 Remaster,2019-10-29T23:20:17Z,18,62,"new wave pop,dance rock,rock,scottish new wave,scottish rock,art rock,celtic rock,singer-songwriter",False,286907,138.217,0,9,4,-5.226,0.000146,0.455,0.832,0.0028,0.0927,0.0387
43,6SSfDhcWyrbChVPm5oUqga,0xliTEbFfy5HQHvsTknTkX,Alphaville,The Jet Set - Remaster,2019-10-29T23:06:02Z,22,69,"new wave pop,dance rock,europop,new romantic,synthpop,new wave",False,296369,114.116,0,10,4,-6.759,0.0262,0.611,0.868,0.00817,0.327,0.0364
44,7dfcdydJBFijq6O2IfI51D,3iUjRVvYCsMfz7tuAQtBDI,Ultravox,We Stand Alone - 2008 Remaster,2019-10-23T20:48:48Z,23,58,"new wave pop,dance rock,zolo,art rock,new romantic,synthpop,new wave",False,339933,143.9,0,9,4,-8.813,0.0277,0.601,0.85,0.00741,0.177,0.0453
45,43DW7c4I8bCHVxlZyueaKy,3Z02hBLubJxuFJfhacLSDc,Bryan Adams,Remember,2019-10-23T20:45:05Z,38,80,"canadian pop,pop rock,canadian singer-songwriter,album rock,soft rock,mellow gold,heartland rock,classic canadian rock",False,221000,151.069,0,11,4,-9.533,0.00132,0.568,0.792,0.00301,0.0633,0.0303
46,3NYCaxkggl0Hh8vQptSUvV,7wJ9NwdRWtN92NunmXuwBk,Orchestral Manoeuvres In The Dark,Enola Gay - Remastered,2019-10-23T20:41:39Z,64,65,"new wave pop,dance rock,new romantic,synthpop,permanent wave,new wave",False,213693,143.319,0,2,4,-7.058,0.00441,0.559,0.764,0.0299,0.0807,0.0348
47,0Z04fUQyKGls1iV1LLHVER,4UXJsSlnKd7ltsrHebV79Q,Nick Cave & The Bad Seeds,Galleon Ship,2019-10-19T03:11:01Z,50,70,"permanent wave,singer-songwriter",False,254509,116.513,1,10,3,-10.185,0.0462,0.236,0.358,0.0695,0.145,0.041
48,4waVSC9eSkrt6RxJK3DhwW,"7nwdEDnfgNpPhWQCXX3KSx,7Eu1txygG6nJttLHbZdQOh","KH,Four Tet",Only Human,2019-10-19T02:23:50Z,50,"43,68","intelligent dance music,indietronica,folktronica,uk house,indie soul,new rave,electronica,alternative dance",False,476220,126.999,0,10,4,-8.307,0.00012,0.822,0.585,0.138,0.0567,0.0691
49,0DltZY7z8YvuDBSAbsIgPc,3zmfs9cQwzJl575W1ZYXeT,Men I Trust,Norton Commander (Album V),2019-10-19T02:19:35Z,46,66,"indie soul,indie pop,indietronica",False,206313,165.98,1,1,4,-14.098,0.928,0.632,0.451,0.898,0.0987,0.0429
50,7nfGP5B3Pc508kEb6zL6r9,72KyoXzp0NOQij6OcmZUxk,Midnight Oil,The Dead Heart - 2007 Remastered,2019-10-11T02:42:21Z,54,64,"dance rock,australian rock,rock,australian alternative rock",False,311027,136.223,1,7,4,-11.004,0.0282,0.637,0.759,0.000386,0.0621,0.0295
51,0aNR6X577yLyosQc7OMjR8,4salDzkGmfycRqNUbyBphh,Styx,Castle Walls,2019-09-24T05:17:35Z,35,67,"symphonic rock,hard rock,progressive rock,rock,album rock,soft rock,art rock,folk rock,mellow gold,classic rock",False,358867,127.642,0,0,4,-18.385,0.253,0.286,0.269,0.00418,0.0599,0.0361
52,0LsBBgmTi2EiGEDfrYnSfg,1T0wRBO0CK0vK8ouUMqEl5,Tom Jones,Only Once,2019-09-24T04:49:13Z,12,67,"adult standards,mellow gold,british invasion",False,250253,76.403,0,7,4,-11.094,0.592,0.307,0.447,0.000195,0.343,0.0319
53,6DtilR2YyfH1eAmxB7CseW,0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,Cymbaline,2019-09-24T04:43:54Z,37,85,"symphonic rock,progressive rock,rock,psychedelic rock,album rock,art rock,classic rock",False,289880,77.225,0,9,4,-18.457,0.741,0.351,0.184,0.00516,0.07,0.0328
54,0tkAtOBv93o4sZURS1bJL2,2jzjxYOe3G5aeucbMg0Smp,Mick Ronson,Empty Bed (Io Me Ne Andrei),2019-09-24T04:24:07Z,12,34,"pub rock,glam rock",False,315800,118.829,0,11,4,-11.563,0.8,0.509,0.249,0,0.0904,0.0338
55,1zKYApsbbnpHgEnUwPtQ2p,0VdoLGGpWcDZnzep6SSTdP,Montrose,We're Going Home,2019-09-24T04:17:38Z,11,45,"country rock,hard rock,southern rock,rock,album rock,classic rock,blues rock",False,294800,146.344,0,4,4,-16.155,0.602,0.266,0.263,0.00502,0.105,0.0325
56,0y1a3gibwfwvUZAmXp3sgj,4S9EykWXhStSc15wEx8QFK,Céline Dion,My Heart Will Go On (Live in Quebec City),2019-09-22T06:18:43Z,34,81,"canadian pop,dance pop",False,401840,98.812,1,3,4,-9.016,0.901,0.233,0.527,2.36e-06,0.971,0.0444
57,1qzwTTQRBJcQ1FKitWMb9K,40DqL6Tv84cKT2pH2NMs9r,Roger Waters,4:33AM (Running Shoes),2019-09-21T07:09:47Z,35,60,"symphonic rock,progressive rock,rock,album rock,art rock,classic rock",False,248067,136.07,1,0,3,-15.413,0.0211,0.534,0.374,0.000377,0.274,0.0562
58,1HBDWCrQVjrALiOA5rILnE,07XSN3sPlIlB2L2XNcTwJw,KISS,Sure Know Something,2019-09-21T05:57:49Z,50,77,"metal,hard rock,rock,album rock,glam rock,classic rock",False,241507,115.337,0,4,4,-6.292,0.275,0.707,0.732,0,0.13,0.0303
59,6ZcnVeu1y6CBSaBg2Kb3bt,7ceUfdWq2t5nbatS6ollHh,Paul Anka,Papa,2019-09-21T05:54:58Z,38,68,"adult standards,canadian pop,rock-and-roll,lounge,easy listening,brill building pop",False,204600,119.617,0,4,4,-7.884,0.258,0.78,0.687,0.000258,0.186,0.0301
60,5L2Q7zQdwnUGzXIS9mByhB,42q4Ivs7tAiCZ5C7eG5q4c,Harry Chapin,Mercenaries,2019-09-18T20:07:24Z,4,56,"country rock,soft rock,folk rock,mellow gold,folk,traditional folk,singer-songwriter",False,346000,174.379,1,2,3,-16.77,0.633,0.316,0.252,0.000329,0.123,0.0375
61,7yzbimr8WVyAtBX3Eg6UL9,5l8VQNuIg0turYE1VtM9zV,Leonard Cohen,Hallelujah,2019-09-18T20:01:00Z,64,73,"melancholia,canadian singer-songwriter,folk rock,permanent wave,folk,singer-songwriter,canadian folk",False,277160,171.143,1,0,3,-12.577,0.715,0.28,0.344,0.00642,0.133,0.0293
62,2lkOKsutlF0NR9NpXEx2D3,5TnuP42pw475UrjjeabtwZ,The Waterboys,Something Fantastic,2019-09-18T20:00:53Z,10,62,"new wave pop,dance rock,rock,scottish new wave,scottish rock,art rock,celtic rock,singer-songwriter",False,192840,169.776,1,5,3,-7.765,0.706,0.244,0.372,4.52e-05,0.105,0.035
63,4jh9olf0OKCokpzxSyLeJx,40enFxfEXXsEXKOt1vgx0k,Martika,Toy Soldiers,2019-09-10T01:56:40Z,57,50,"minneapolis sound,new wave pop,freestyle",False,287600,130.167,0,1,4,-6.405,0.403,0.514,0.59,0,0.126,0.0274
64,4afDfSHOy1Q00kDuQAAhDH,2tRsMl4eGxwoNabM08Dm4I,Judas Priest,Don't Go,2019-09-06T19:53:26Z,28,71,"metal,hard rock,rock,album rock,groove metal,power metal,birmingham metal",False,196933,129.206,1,9,4,-4.616,0.00288,0.618,0.527,1.28e-05,0.216,0.0521
65,3j5gu1GfVq3q2JcS5FoUY3,6GI52t8N5F02MxU0g5U69P,Santana,You Know That I Love You,2019-09-06T19:42:13Z,21,76,"rock,mexican classic rock,classic rock,blues rock",False,264893,127.226,1,9,4,-12.977,0.0336,0.569,0.536,9.17e-05,0.193,0.0271
66,2CVtHDPr11MGRF44lYhOhb,0PFtn5NtBbbUNbU9EAmIWF,TOTO,Lorraine,2019-09-06T19:39:01Z,25,78,"yacht rock,rock,soft rock,album rock,mellow gold,classic rock",False,286427,130.915,1,0,4,-14.791,0.02,0.527,0.519,0.000487,0.148,0.0376
67,71O6674EcL2zkWHvGsteYf,6waa8mKu91GjzD4NlONlNJ,The Hollies,Tell Me How - 2007 Remaster,2019-09-06T19:30:29Z,7,67,"adult standards,country rock,merseybeat,bubblegum pop,rock-and-roll,rock,album rock,psychedelic rock,folk rock,mellow gold,soft rock,classic rock,british invasion,folk,brill building pop",False,205867,133.87,1,2,4,-10.688,0.0518,0.532,0.49,1.15e-06,0.0934,0.0313
68,6dcZiWodzzLXMRzlWVLNrF,5fmvGUlMVgmnCn45f1he7d,Andrew Gold,Whirlwind,2019-09-06T19:23:01Z,4,55,"underground power pop,soft rock",False,256040,135.515,1,7,4,-11.764,0.0656,0.556,0.441,1.75e-05,0.0901,0.0344
69,1nuAdOCRzZuMtGepEbQrPU,4qmHkMxr6pTWh5Zo74odpH,Elvis Costello & The Attractions,Party Girl,2019-09-06T19:19:21Z,27,60,"pub rock,power pop,new wave pop,dance rock,rock,art rock,folk rock,mellow gold,new wave",False,201067,147.06,1,2,4,-8.36,0.00928,0.53,0.481,0.000556,0.0309,0.0268
70,10MJc2WcCr6H83sbRplNsN,1bdAJUX6JPsnYHbTl5jbk6,Joan Armatrading,Heaven,2019-09-06T19:19:10Z,21,55,"new wave pop,lilith,folk rock,mellow gold,folk,singer-songwriter",False,281093,138.598,1,4,4,-11.949,0.0529,0.525,0.478,4.83e-05,0.133,0.0266
71,6QPnYKO2LU12iFf7s4AEaY,0fgYKF9Avljex0L9Wt5b8Z,Echo & the Bunnymen,Angels and Devils,2019-09-05T18:56:08Z,17,62,"new wave pop,dance rock,rock,post-punk,alternative rock,art rock,new romantic,permanent wave,punk,new wave,art pop,uk post-punk,dream pop",False,262573,117.832,1,0,4,-10.03,0.000214,0.663,0.791,0.0246,0.13,0.0259
72,1vP2JEXRsGrFbwOZ0foOQ5,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,Sound and Vision - 2017 Remaster,2019-09-05T18:43:17Z,61,84,"dance rock,rock,album rock,art rock,glam rock,permanent wave,classic rock,protopunk",False,184382,105.797,1,2,4,-8.583,0.0328,0.667,0.804,0.0544,0.0632,0.0398
73,3rFHJvFZYlt1DfctVCkgPy,4G7VHqcVjuXBTVsTkAfhZZ,Eugenio Finardi,Musica ribelle - Live,2019-09-05T06:17:06Z,1,43,"classic italian pop,italian pop",False,282173,135.852,1,4,4,-8.708,0.0593,0.557,0.968,5.55e-05,0.867,0.15
74,5dP42ZEuFtunjfwYM4zfeX,73a6pNH4YtLNgDbPQwXveo,Kim Wilde,Bitter Is Better,2019-09-05T05:51:06Z,10,62,"new wave pop,dance rock,dance pop,soft rock,europop,new romantic,new wave",False,223653,163.998,1,10,4,-3.424,0.118,0.51,0.843,1.2e-05,0.648,0.0938
75,43raN5DVWdhYxSZ16aF5Ap,5BcZ22XONcRoLhTbZRuME1,The Moody Blues,Sitting At The Wheel,2019-09-05T05:26:37Z,16,65,"country rock,symphonic rock,hard rock,progressive rock,rock,album rock,psychedelic rock,art rock,folk rock,mellow gold,soft rock,classic rock,british invasion,folk,singer-songwriter",False,339440,141.422,1,9,4,-7.407,0.0702,0.484,0.929,0,0.627,0.129
76,7hQJA50XrCWABAu5v6QZ4i,1dfeR4HaWDbWqFHLkxsg1d,Queen,Don't Stop Me Now - 2011 Mix,2019-09-05T05:26:35Z,73,92,"rock,glam rock",False,209413,156.271,1,5,4,-5.277,0.0472,0.563,0.865,0.000191,0.77,0.16
77,3tAaRo3t92iasDTzjdENe2,3fhOTtm0LBJ3Ojn4hIljLo,Roxy Music,Nightingale,2019-09-05T05:00:22Z,23,66,"new wave pop,melancholia,dance rock,rock,album rock,soft rock,art rock,mellow gold,glam rock,new romantic,classic rock,new wave,singer-songwriter,protopunk",False,251040,118.235,1,4,4,-7.027,0.00584,0.457,0.844,0.472,0.111,0.0482
78,47zdI1cOixEopSrlCzmoYZ,3CkvROUTQ6nRi9yQOcsB50,Genesis,Man of Our Times,2019-09-05T04:43:53Z,26,72,"symphonic rock,progressive rock,rock,album rock,soft rock,art rock,mellow gold,classic rock",False,335800,106.173,1,10,4,-13.106,0.0619,0.453,0.756,0.542,0.303,0.0355
79,1sh04yqNvsz6X3pPnb5Zcg,33EUXrFKGjpUSGacqEHhU4,Iggy Pop,Speak To Me,2019-09-05T04:35:42Z,10,70,"dance rock,rock,alternative rock,glam rock,permanent wave,garage rock,classic rock,punk,protopunk",False,160960,154.076,1,0,4,-11.38,0.0107,0.59,0.648,0.512,0.121,0.0292
80,3qAEEfC57OI4SCuj7Zk5va,7wJ9NwdRWtN92NunmXuwBk,Orchestral Manoeuvres In The Dark,She's Leaving - 2003 Digital Remaster,2019-09-05T04:31:58Z,36,65,"new wave pop,dance rock,new romantic,synthpop,permanent wave,new wave",False,208373,133.683,1,2,4,-6.233,0.193,0.616,0.669,0.467,0.0855,0.0342
81,0FMJqVpe7ePbkwKWvO7lc3,15jHZ1EZwmm2QDjKctvqJQ,Suzi Quatro,Daytona Demon,2019-09-05T04:26:25Z,26,58,glam rock,False,242667,124.951,1,2,4,-5.557,0.0652,0.605,0.775,0.477,0.275,0.0595
82,7Jh1bpe76CNTCgdgAdBw4Z,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,Heroes - 2017 Remaster,2019-09-05T02:24:44Z,74,84,"dance rock,rock,album rock,art rock,glam rock,permanent wave,classic rock,protopunk",False,371413,112.114,1,7,4,-6.491,0.000671,0.49,0.758,0.484,0.092,0.0297
83,0ZaPSa1mLgKNgK3lUrMBJL,7bu3H8JO7d0UbMoVzbo70s,The Cure,One Hundred Years - Remastered Version,2019-09-05T02:24:40Z,23,79,"dance rock,rock,new romantic,permanent wave,new wave",False,401000,132.59,1,7,4,-5.998,0.00123,0.436,0.881,0.509,0.108,0.0439
