,track.id,artist.id,artist.name,track.name,addedAt,track.popularity,artist.popularity,artist.genres,track.explicit,trackAttributes.duration_ms,trackAttributes.tempo,trackAttributes.mode,trackAttributes.key,trackAttributes.time_signature,trackAttributes.loudness,trackAttributes.acousticness,trackAttributes.danceability,trackAttributes.energy,trackAttributes.instrumentalness,trackAttributes.liveness,trackAttributes.speechiness
1678,1ZPlNanZsJSPK5h9YZZFbZ,6tbjWDEIzxoDsBA1FuhfPW,Madonna,Like a Virgin,2016-02-08T01:07:10Z,70,81,"pop,dance pop",False,218627,119.754,0,3,4,-10.88,0.202,0.773,0.656,0.00323,0.0697,0.0381
1679,1bgVQ6LgCqGR3FhsOcM5Jx,762310PdDnwsDxAQxzQkfX,Depeche Mode,Heaven,2016-02-08T01:07:10Z,50,78,"dance rock,new romantic,synthpop,permanent wave,new wave",False,243240,100.025,0,10,4,-7.464,0.000531,0.564,0.483,0.0141,0.0647,0.0263
1680,0X5C4WjQNubRysTkHOubz3,7bu3H8JO7d0UbMoVzbo70s,The Cure,Lovesong,2016-02-08T01:07:10Z,59,79,"dance rock,rock,new romantic,permanent wave,new wave",False,209573,140.112,0,9,4,-7.689,0.339,0.611,0.813,0.898,0.224,0.0279
1681,0otlwsD3mSogk7VJCTp6Kg,24Wa5wIZIo1sPkzVGP0B5p,Pete Townshend,Let My Love Open The Door,2016-02-08T01:07:10Z,56,52,"country rock,pub rock,power pop,roots rock,symphonic rock,rock,album rock,soft rock,art rock,folk rock,mellow gold,classic rock,singer-songwriter,protopunk",False,164653,164.912,1,0,4,-9.731,0.365,0.651,0.653,0.000117,0.0742,0.0545
1682,0vOkmmJEtjuFZDzrQSFzEE,43mhFhQ4JAknA7Ik1bOZuV,Pat Benatar,Hit Me With Your Best Shot,2016-02-08T01:07:10Z,67,66,"new wave pop,dance rock,rock,album rock,soft rock,mellow gold,classic rock,heartland rock",False,171267,127.402,1,4,4,-9.05,0.117,0.741,0.58,3.31e-05,0.212,0.0304
1683,1vo6TY0FyLRBTXohxvflhJ,6tbjWDEIzxoDsBA1FuhfPW,Madonna,American Pie,2016-02-08T01:07:10Z,41,81,"pop,dance pop",False,273533,124.036,0,5,4,-7.48,0.348,0.631,0.734,0,0.135,0.036
1684,05wIrZSwuaVWhcv5FfqeH0,2TzHIUhVpeeDxyJPpQfnV3,Katrina & The Waves,Walking On Sunshine,2016-02-08T01:07:10Z,76,67,new wave pop,False,238733,109.902,1,10,4,-11.97,0.0116,0.596,0.869,0.173,0.0678,0.037
1685,08mG3Y1vljYA6bvDt4Wqkj,711MCceyCBcFnzjGY4Q7Un,AC/DC,Back In Black,2016-02-08T01:07:10Z,82,86,"australian rock,rock,hard rock,album rock",False,255493,188.386,1,9,4,-5.678,0.011,0.31,0.7,0.00965,0.0828,0.047
1686,0GONea6G2XdnHWjNZd6zt3,3Z02hBLubJxuFJfhacLSDc,Bryan Adams,Summer Of '69,2016-02-08T01:07:10Z,79,80,"canadian pop,pop rock,canadian singer-songwriter,album rock,soft rock,mellow gold,heartland rock,classic canadian rock",False,216053,139.131,1,2,4,-6.205,0.0183,0.508,0.834,0,0.0732,0.0386
1687,1HNkqx9Ahdgi1Ixy2xkKkL,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,Photograph,2016-02-08T01:07:10Z,83,97,"uk pop,pop",False,258987,107.989,1,4,4,-10.48,0.607,0.614,0.379,0.000464,0.0986,0.0476
1688,1tOE1dIyIjsfLJWiQ4ZRJW,69MEO1AADKg1IZrq2XLzo5,UB40,Red Red Wine,2016-02-08T01:07:10Z,56,73,"uk reggae,reggae fusion",False,320933,89.157,1,1,4,-15.675,0.00614,0.814,0.363,0.000177,0.101,0.0644
1689,0iGckQFyv6svOfAbAY9aWJ,6jJ0s89eD6GaHleKKya26X,Katy Perry,Hot N Cold,2016-02-08T01:07:10Z,68,88,"post-teen pop,pop,dance pop",False,220227,132.032,1,7,4,-3.956,7.95e-05,0.706,0.841,0,0.0688,0.0418
1690,1Jwc3ODLQxtbnS8M9TflSP,51l0uqRxGaczYr4271pVIC,The Bangles,Walk Like an Egyptian,2016-02-08T01:07:10Z,62,68,"pop rock,new wave pop,dance rock,rock,album rock,soft rock,europop,mellow gold,jangle pop,new romantic,new wave",False,204707,103.022,1,11,4,-7.818,0.00344,0.724,0.891,4.66e-05,0.3,0.0995
1691,1D9KEXIrlmPUkMTdYzqgX4,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,Thriller,2016-02-08T01:07:10Z,60,86,"soul,pop,r&b",False,357493,118.419,1,11,4,-4.943,0.0906,0.775,0.857,0.000172,0.918,0.0699
1692,11IzgLRXV7Cgek3tEgGgjw,"1dfeR4HaWDbWqFHLkxsg1d,0oSGxfWSnnOXhD2fKuz2Gy","Queen,David Bowie",Under Pressure - Remastered,2016-02-08T01:07:10Z,71,"92,84","dance rock,rock,album rock,art rock,glam rock,permanent wave,classic rock,protopunk",False,248440,113.809,1,2,4,-7.813,0.422,0.671,0.711,0,0.104,0.0478
1693,1kusepF3AacIEtUTYrw4GV,0QJIPDAEDILuo8AIq3pMuU,M.I.A.,Paper Planes,2016-02-08T01:07:10Z,68,70,"dance pop,new rave,art pop,escape room,alternative dance",False,203760,172.247,1,2,4,-6.175,0.033,0.447,0.848,7.45e-05,0.722,0.222
1694,1rls1uw64JiGI2O7MZABWj,7oPftvlwr6VrsViSDV7fJY,Green Day,Working Class Hero,2016-02-08T01:07:10Z,45,86,"permanent wave,punk,modern rock",True,263733,108.798,0,11,4,-6.164,0.0063,0.3,0.643,1.81e-06,0.147,0.0366
1695,0A4PZuepTcIQVvA5m7R0M1,6hN9F0iuULZYWXppob22Aj,Simple Minds,Don't You (Forget About Me) - Remastered,2016-02-08T01:07:10Z,32,72,"new wave pop,dance rock,rock,scottish new wave,art rock,new romantic,synthpop,new wave",False,263973,133.019,0,11,4,-7.976,0.00398,0.602,0.784,0.0852,0.0931,0.0313
1696,0JNdS1n0ifOP25XvhwAMgM,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,The Edge Of Glory,2016-02-08T01:07:10Z,61,89,"pop,dance pop",False,320587,127.952,1,9,4,-6.544,0.000343,0.581,0.772,0.0191,0.11,0.0401
1697,1Ih6wTuQems9OkYTzcZdhM,3gMaNLQm7D9MornNILzdSl,Lionel Richie,"Say You, Say Me",2016-02-08T01:07:10Z,54,75,"adult standards,disco,quiet storm,soft rock,mellow gold,motown",False,242453,128.042,1,8,4,-10.858,0.356,0.632,0.408,0,0.0727,0.0266
1698,1ayIQqBm4PFbaine2OjgYO,2mG8HHQ9S9kcbjcrb5N1FE,The Go-Go's,We Got The Beat - Single Mix,2016-02-08T01:07:10Z,47,57,"pop rock,new wave pop,dance rock,candy pop,rock,album rock,mellow gold,jangle pop,new romantic,permanent wave,new wave,girl group",False,151867,151.526,0,1,4,-8.889,0.0496,0.596,0.949,0.0231,0.0417,0.0356
1699,0aym2LBJBk9DAYuHHutrIl,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,Hey Jude - Remastered 2015,2016-02-08T01:07:10Z,76,91,"merseybeat,rock,psychedelic rock,classic rock,british invasion",False,425653,147.207,1,10,4,-7.7,0.0112,0.386,0.607,1.38e-05,0.088,0.0261
1700,2ASXXba2oQOxNGi0ttXSxY,0uAjBatvB4ubpd4kCfjmNt,A Flock Of Seagulls,I Ran (So Far Away),2016-02-08T01:07:10Z,48,62,"new wave pop,dance rock,new romantic,synthpop,new wave",False,314640,145.747,1,2,4,-6.861,0.000522,0.557,0.793,0.0112,0.0876,0.0287
1701,2HHtWyy5CgaQbC7XSoOb0e,26bcq2nyj5GB7uRr558iQg,Survivor,Eye of the Tiger,2016-02-08T01:07:10Z,72,72,"rock,hard rock,soft rock,album rock",False,243773,108.965,0,0,4,-14.522,0.216,0.815,0.438,0.000466,0.0787,0.0346
1702,2I3jWxB1atY6KAnwnIZbcD,20p5D2KrE8CGuOjHtxsyTp,Fine Young Cannibals,She Drives Me Crazy,2016-02-08T01:07:10Z,2,63,"new wave pop,dance rock,soft rock,art rock,mellow gold,new romantic,synthpop,new wave",False,215347,108.799,1,2,4,-6.02,0.195,0.791,0.694,1.4e-05,0.031,0.0413
1703,2SUpC3UgKwLVOS2FtZif9N,2hl0xAkS2AIRAu23TVMBG1,Kansas,Carry on Wayward Son,2016-02-08T01:07:10Z,62,72,"symphonic rock,hard rock,progressive rock,rock,album rock,soft rock,art rock,mellow gold,classic rock,heartland rock,bow pop",False,322093,126.737,1,7,4,-5.712,0.00283,0.453,0.788,0.000119,0.441,0.0326
1704,2WfaOiMkCvy7F5fcp2zZ8L,2jzc5TC5TVFLXQlBNiIUzE,a-ha,Take on Me,2016-02-08T01:07:10Z,82,75,"new wave pop,dance rock,soft rock,new romantic,synthpop,permanent wave,new wave",False,225280,84.412,0,6,4,-7.638,0.018,0.573,0.902,0.00125,0.0928,0.054
1705,2mjU27hFpwLOQYepr9pjlC,7bu3H8JO7d0UbMoVzbo70s,The Cure,Boys Don't Cry,2016-02-08T01:07:10Z,1,79,"dance rock,rock,new romantic,permanent wave,new wave",False,157053,169.574,0,11,4,-6.24,0.0101,0.463,0.853,0,0.107,0.0707
1706,2s34k8A2iN6iDOHC4yNgNY,67Dg546QfThu4PuanvFD8y,Night Riots,Contagious,2016-02-08T01:07:10Z,0,54,"hopebeat,indietronica,indie pop,indie poptimism,modern alternative rock,modern rock",False,215843,135.816,1,1,4,-4.105,0.000423,0.524,0.788,0.0723,0.147,0.0291
1707,2tUBqZG2AbRi7Q0BIrVrEj,6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2016-02-08T01:07:10Z,79,83,"pop,dance pop,urban contemporary",False,291293,118.814,1,1,4,-8.824,0.207,0.709,0.824,0.000307,0.0888,0.0453
1708,2vz1CsL5WBsbpBcwgboTAw,3Y3xIwWyq5wnNHPp5gPjOW,Kenny Loggins,"Footloose - From ""Footloose"" Soundtrack",2016-02-08T01:07:10Z,70,72,"new wave pop,yacht rock,soft rock,album rock,mellow gold",False,226827,173.982,1,2,4,-6.132,0.0984,0.583,0.905,0.00019,0.0593,0.0733
1709,2zYzyRzz6pRmhPzyfMEC8s,711MCceyCBcFnzjGY4Q7Un,AC/DC,Highway to Hell,2016-02-08T01:07:10Z,82,86,"australian rock,rock,hard rock,album rock",False,208400,115.715,0,6,4,-4.793,0.0591,0.573,0.913,0.00173,0.156,0.132
1710,30cHDhxUqgnHq78hv5UjMx,4K3NWDwBIxgktui14SccR2,The Vapors,Turning Japanese,2016-02-08T01:07:10Z,50,46,"pub rock,new wave pop,dance rock,mod revival,new wave",False,225187,179.007,1,0,4,-9.701,0.01,0.503,0.803,0.0648,0.292,0.0485
1711,33iQW2OneB0oNh2NfrAzqW,1co4F2pPNH8JjTutZkmgSm,Ramones,Blitzkrieg Bop - 2001 Remastered Version,2016-02-08T01:07:10Z,8,72,"rock,permanent wave,punk,classic rock,early us punk,skate punk",False,133440,176.198,1,9,4,-6.558,0.0103,0.547,0.733,0.131,0.117,0.0433
1712,37BTh5g05cxBIRYMbw8g2T,0PFtn5NtBbbUNbU9EAmIWF,TOTO,Rosanna,2016-02-08T01:07:10Z,69,78,"yacht rock,rock,soft rock,album rock,mellow gold,classic rock",False,331200,78.442,0,7,4,-13.035,0.0213,0.384,0.512,0.000139,0.205,0.0358
1713,3GQrscNAC5OqdMrHupA41o,1ASwPvvha7hLm91YXu6yJJ,The Aranbee Pop Symphony Orchestra,Bittersweet Symphony,2016-02-08T01:07:10Z,29,23,,False,355213,170.088,1,9,4,-7.227,0.0151,0.397,0.842,0.00102,0.555,0.033
1714,2K87XMYnUMqLcX3zvtAF4G,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,Drag Me Down,2016-02-08T01:07:10Z,75,88,"talent show,post-teen pop,dance pop,pop,boy band",False,192120,138.113,0,0,4,-5.672,0.109,0.73,0.703,0,0.0657,0.0369
1715,2Ml0l8YWJLQhPrRDLpQaDM,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,Oxford Comma,2016-02-08T01:07:10Z,57,76,"baroque pop,indie pop,modern rock,indie rock",True,195733,119.516,1,0,4,-4.237,0.114,0.694,0.711,0.00124,0.0433,0.0517
1716,2N5zMZX7YeL1tico8oQxa9,5SbkVQYYzlw1kte75QIabH,Gnarls Barkley,Crazy,2016-02-08T01:07:10Z,70,68,"atl hip hop,neo soul",False,182066,111.963,1,8,4,-1.609,0.0172,0.835,0.741,0.0577,0.0826,0.0339
1717,2PfBSkCKZDXMsJogMT0wML,2cnMpRsOVqtPMfq7YiFE6K,Van Halen,Jump,2016-02-08T01:07:10Z,15,77,"metal,hard rock,rock,album rock,classic rock",False,239560,130.138,1,0,4,-7.201,0.0745,0.547,0.822,0.00943,0.0645,0.0292
1718,2V8KvnD5LVeeDChMWEkSzC,1fBCIkoPOPCDLUxGuWNvyo,Poison,Nothin' But A Good Time - Remastered 2006,2016-02-08T01:07:10Z,64,69,"rock,glam metal,hard rock,album rock",False,224867,129.088,1,1,4,-2.785,0.0202,0.576,0.974,0,0.348,0.0828
1719,2zFdsAIk9r2Mi7Lmm1w3sM,3CkvROUTQ6nRi9yQOcsB50,Genesis,That's All - 2007 Remaster,2016-02-08T01:07:10Z,60,72,"symphonic rock,progressive rock,rock,album rock,soft rock,art rock,mellow gold,classic rock",False,265533,87.695,0,4,4,-7.941,0.224,0.697,0.627,0.0138,0.06,0.0328
1720,2zjt2hHBbiv5SuxYg8Z7eP,2BTZIqw0ntH9MvilQ3ewNY,Cyndi Lauper,Girls Just Want to Have Fun,2016-02-08T01:07:10Z,65,75,"pop rock,new wave pop,dance rock,dance pop,soft rock,europop,new romantic,mellow gold,permanent wave,pop",False,238120,120.465,1,6,4,-5.269,0.214,0.707,0.788,0.000571,0.308,0.0333
1721,39qYD4J4BKvZMQgxfXl5bv,2m62cc253Xvd9qYQ8d2X3d,The Alan Parsons Project,Eye In The Sky,2016-02-08T01:07:10Z,66,66,"symphonic rock,progressive rock,album rock,soft rock,art rock,mellow gold,classic rock",False,276280,111.928,1,2,4,-12.643,0.562,0.823,0.417,0.00098,0.0765,0.032
1722,3CRDbSIZ4r5MsZ0YwxuEkn,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,Stressed Out,2016-02-08T01:07:10Z,82,88,"rock,modern rock",False,202333,169.977,0,4,4,-5.677,0.0462,0.734,0.637,2.29e-05,0.0602,0.141
1723,3KYiA4vq6RPO1dE2XROXd8,58lV9VcRSjABbAbfWS6skp,Bon Jovi,You Give Love A Bad Name,2016-02-08T01:07:10Z,15,83,"rock,glam metal",False,222707,122.806,0,0,4,-3.002,0.0704,0.537,0.959,1.8e-06,0.382,0.0557
1724,1ynmMEK1fkyiZ6Z6F3ThEt,69Mj3u4FTUrpyeGNSIaU6F,The J. Geils Band,Centerfold,2016-02-08T01:07:10Z,70,62,"country rock,roots rock,power pop,hard rock,new wave pop,rock,album rock,soft rock,folk rock,mellow gold,classic rock,singer-songwriter,blues rock",False,216533,114.37,1,0,4,-12.244,0.249,0.653,0.677,0,0.403,0.0396
1725,2lwwrWVKdf3LR9lbbhnr6R,1yAwtBaoHLEDWAnWR87hBT,Modest Mouse,Float On,2016-02-08T01:07:10Z,69,69,"washington indie,rock,alternative rock,indie pop,garage rock,modern rock,indie rock",False,208467,100.975,1,6,4,-4.807,0.013,0.649,0.888,2.23e-06,0.0888,0.0293
1726,39shmbIHICJ2Wxnk1fPSdz,3RGLhK1IP9jnYFH4BRFJBS,The Clash,Should I Stay or Should I Go - Remastered,2016-02-08T01:07:10Z,77,76,"dance rock,rock,permanent wave,punk,classic rock",False,188987,113.375,1,2,4,-6.463,0.079,0.742,0.833,0,0.384,0.115
1727,1yKQBy7olMIqRpziyAzf8c,4x1nvY2FN8jxqAFA0DA02H,John Lennon,Working Class Hero - Remastered 2010 / Lennon Legend Version,2016-02-08T01:07:10Z,56,75,"rock,album rock,art rock,folk rock,mellow gold,classic rock",True,227933,159.162,1,7,3,-18.568,0.728,0.484,0.165,1.19e-06,0.115,0.0498
1728,2Q5wSOwq6BDSu7sSVMNrtT,3gdbcIdNypBsYNu3iiCjtN,The B-52's,Rock Lobster,2016-02-08T01:07:10Z,57,65,"new wave pop,dance rock,zolo,rock,post-punk,new romantic,permanent wave,new wave",False,409400,92.157,1,8,4,-8.315,0.00884,0.592,0.882,0.0155,0.0506,0.0468
1729,2fja4gHzPsIXiK4bMeU0hN,39T6qqI0jDtSWWioX8eGJz,The Doobie Brothers,Listen to the Music,2016-02-08T01:07:10Z,57,73,"country rock,hard rock,yacht rock,rock,album rock,soft rock,art rock,folk rock,mellow gold,classic rock,heartland rock,singer-songwriter,blues rock",False,227173,105.922,0,1,4,-15.147,0.214,0.643,0.526,4.21e-06,0.069,0.0349
1730,38Ngied9rBORlAbLYNCl4k,2x9SpqnPi8rlE9pjHBwmSC,Talking Heads,Once in a Lifetime - 2005 Remaster,2016-02-08T01:07:10Z,68,74,"funk rock,dance rock,zolo,art punk,rock,post-punk,art rock,permanent wave,new wave",False,259907,117.459,1,2,4,-6.289,0.181,0.644,0.919,0.134,0.622,0.0561
1731,25khomWgBVamSdKw7hzm3l,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,The Hills,2016-02-08T01:07:10Z,12,97,"canadian pop,pop,canadian contemporary r&b",True,242253,135.553,0,0,5,-7.011,0.0861,0.356,0.567,0,0.137,0.0798
1732,2DyHhPyCZgZzNXn1IrtsTu,0rvjqX7ttXeg3mTy8Xscbt,Journey,Any Way You Want It,2016-02-08T01:07:10Z,63,78,"hard rock,rock,album rock,soft rock,mellow gold,classic rock",False,201867,138.162,1,7,4,-7.137,0.000312,0.519,0.934,0.00457,0.137,0.0471
1733,2fY6tqgrlrg1ky9fgs0t5u,58lV9VcRSjABbAbfWS6skp,Bon Jovi,Wanted Dead Or Alive,2016-02-08T01:07:10Z,13,83,"rock,glam metal",False,308667,150.818,1,7,4,-3.886,0.137,0.257,0.803,0.0156,0.297,0.0411
1734,2LWJJNFtrg6PytOdAGrxQB,30U8fYtiNpeA5KH6H87QUV,Dead Kennedys,I Fought The Law,2016-02-08T01:07:10Z,0,61,"alternative rock,punk,garage rock,early us punk,skate punk,hardcore punk",False,141067,180.49,1,7,4,-10.059,0.00139,0.258,0.856,2.56e-05,0.377,0.0678
1735,3KNpBcOQVI92y1D7XvN7j9,55vs7NT1KxcFjbMC4y202E,REO Speedwagon,Take It on the Run,2016-02-08T01:07:10Z,47,70,"country rock,pop rock,hard rock,rock,album rock,soft rock,folk rock,mellow gold,classic rock,heartland rock",False,240733,77.76,1,7,4,-6.904,0.0575,0.412,0.746,0,0.0791,0.0362
1736,263aNAQCeFSWipk896byo6,7bu3H8JO7d0UbMoVzbo70s,The Cure,Friday I'm in Love,2016-02-08T01:07:10Z,67,79,"dance rock,rock,new romantic,permanent wave,new wave",False,214400,136.203,0,0,4,-12.437,0.000972,0.526,0.762,0.000116,0.338,0.0342
1737,2EAzgu2DiWvlZ0lCCEqJjV,5jVeqi3PNaTOajfvBa4uFn,Thompson Twins,Doctor! Doctor!,2016-02-08T01:07:10Z,25,58,"new wave pop,dance rock,soft rock,mellow gold,new romantic,synthpop,new wave",False,278200,119.535,1,5,4,-5.505,0.345,0.684,0.813,4.57e-05,0.109,0.0304
1738,2aEeghgUcnu75tzcolFMfs,5Y9xEAGW4GwGJgbiI6W85P,Ritchie Valens,La Bamba - Single Version,2016-02-08T01:07:10Z,63,61,"adult standards,rockabilly,rock-and-roll,brill building pop",False,126960,75.099,1,0,4,-6.419,0.787,0.516,0.809,0.000331,0.303,0.0545
1739,2qeESyQyH7MRHCBotCQsNq,0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,Hungry Like the Wolf,2016-02-08T01:07:10Z,51,73,"new wave pop,dance rock,rock,soft rock,new romantic,synthpop,new wave",False,209547,127.369,1,7,4,-5.161,0.0252,0.664,0.888,0,0.216,0.067
1740,2sXp9Qmvc7mRaDBjBgcGGi,5NGO30tJxFlKixkPSgXcFE,The Police,Every Breath You Take - Remastered 2003,2016-02-08T01:07:10Z,23,80,"dance rock,rock,album rock,soft rock,art rock,mellow gold,permanent wave,classic rock,new wave",False,253887,117.387,1,1,4,-9.78,0.56,0.813,0.46,0.0105,0.0724,0.0346
1741,2374M0fQpWi3dLnB54qaLX,0PFtn5NtBbbUNbU9EAmIWF,TOTO,Africa,2016-02-08T01:07:10Z,82,78,"yacht rock,rock,soft rock,album rock,mellow gold,classic rock",False,295893,92.717,1,9,4,-18.064,0.257,0.671,0.373,7.95e-05,0.0481,0.0323
1742,2o1dXMSuM4p6SsI2RREUL6,4lxfqrEsLX6N1N4OCSkILp,Phil Collins,Take Me Home,2016-02-08T01:07:10Z,2,81,"mellow gold,soft rock",False,353200,118.787,1,8,4,-16.531,0.412,0.612,0.557,0.0817,0.0649,0.0434
1743,2tznHmp70DxMyr2XhWLOW0,26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,Cigarette Daydreams,2016-02-08T01:07:10Z,71,79,"rock,punk blues,indie pop,garage rock,modern rock,indie rock",False,208760,113.946,1,2,4,-3.445,0.0801,0.635,0.675,0,0.0831,0.0263
1744,3L7RtEcu1Hw3OXrpnthngx,1aX2dmV8XoHYCOQRxjPESG,The Human League,Don't You Want Me,2016-02-08T01:07:10Z,73,66,"new wave pop,dance rock,art rock,new romantic,permanent wave,synthpop,new wave",False,236920,117.656,0,9,4,-8.125,0.184,0.731,0.738,0,0.214,0.0377
1745,2AxI7waLrZSY9KkL3D2huk,762310PdDnwsDxAQxzQkfX,Depeche Mode,Soothe My Soul,2016-02-08T01:07:10Z,47,78,"dance rock,new romantic,synthpop,permanent wave,new wave",False,317920,123.996,1,7,4,-9.042,0.283,0.678,0.566,0.0269,0.242,0.0348
1746,224kL7H7v6VhHYK3yqxiha,7oPftvlwr6VrsViSDV7fJY,Green Day,"Boulevard of Broken Dreams - Live at Milton Keynes National Bowl, Milton Keynes, England, 6/18/05",2016-02-08T01:07:10Z,42,86,"permanent wave,punk,modern rock",True,284960,166.81,1,8,4,-3.523,0.0583,0.259,0.983,0.000298,0.972,0.0869
1747,2RlgNHKcydI9sayD2Df2xp,7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,Mr. Blue Sky,2016-02-08T01:07:10Z,78,76,"symphonic rock,rock,album rock,soft rock,folk rock,art rock,glam rock,mellow gold,classic rock,bow pop",False,303373,177.784,1,10,4,-10.054,0.652,0.388,0.338,3.72e-06,0.248,0.0328
1748,2Zj4FUsMtu9PMuJsHbGbdv,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,Applause,2016-02-08T01:07:10Z,6,89,"pop,dance pop",False,212333,139.945,0,7,4,-4.287,0.0265,0.669,0.78,1.63e-06,0.143,0.053
1749,2hjQWuAy9fsSykGerWU8Wi,26bcq2nyj5GB7uRr558iQg,Survivor,"Burning Heart - From ""Rocky IV"" Soundtrack",2016-02-08T01:07:10Z,49,72,"rock,hard rock,soft rock,album rock",False,230413,98.142,0,9,4,-8.944,0.287,0.653,0.635,1.69e-05,0.0372,0.0284
1750,3MjUtNVVq3C8Fn0MP3zhXa,26dSoYclwsYLMAKD3tpOr4,Britney Spears,...Baby One More Time,2016-02-08T01:07:10Z,75,83,"post-teen pop,pop,dance pop,pop rap",False,211067,92.96,0,0,4,-5.745,0.202,0.759,0.699,0.000131,0.443,0.0307
1751,3MrRksHupTVEQ7YbA0FsZK,7Js6Lde8thlIHXggv2SCBz,Europe,The Final Countdown,2016-02-08T01:07:10Z,74,70,"swedish hard rock,glam metal,hard rock,rock,album rock",False,310333,117.652,0,6,4,-6.918,0.0628,0.536,0.844,0.00084,0.0608,0.058
1752,3N7GqZMpZJW69Te1bfUTc3,6eQHjJJa52LUGjBKP5UPos,Animotion,Obsession,2016-02-08T01:07:10Z,48,42,"new wave pop,dance rock,new romantic,synthpop,new wave",False,337267,114.748,1,7,4,-11.997,0.00436,0.673,0.613,0.362,0.608,0.0799
1753,3VZQshi4COChhXaz7cLP02,"1VBflYyxBhnDc9uVib98rw,25uiPmTg16RbhZWAqwLBy5","Icona Pop,Charli XCX",I Love It (feat. Charli XCX) - Original Version,2016-02-08T01:07:10Z,64,"72,80","metropopolis,post-teen pop,candy pop,dance pop,swedish synthpop,pop,swedish electropop,swedish pop,tropical house,electropop",True,155337,125.927,1,8,4,-2.663,0.00855,0.714,0.905,2.55e-05,0.146,0.0289
1754,3oEo8Pqm5IAi8wQfCI5BpR,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,Yellow Submarine - Remastered 2009,2016-02-08T01:07:10Z,49,91,"merseybeat,rock,psychedelic rock,classic rock,british invasion",False,159720,110.849,1,1,4,-10.069,0.518,0.605,0.536,0,0.528,0.0421
1755,3rDDKOZbYKC80OWo5XTn7B,42crL07E4WPfVovyUtMpvC,Robert DeLong,Long Way Down,2016-02-08T01:07:10Z,1,54,"indietronica,modern rock,indie pop,indie poptimism",True,233987,80.015,0,11,4,-3.197,0.0586,0.593,0.833,2.48e-06,0.0866,0.0573
1756,3vv9phIu6Y1vX3jcqaGz5Z,"69GGBxA162lTqCwzJG5jLp,6jsjhAEteAlY0vCiLvMLBA","The Chainsmokers,ROZES",Roses,2016-02-08T01:07:10Z,71,"91,68","pop edm,pop,indie poptimism,tropical house,electropop",False,226739,100.001,1,4,4,-7.055,0.0435,0.713,0.802,0.00377,0.309,0.0561
1757,3yD272quA0vqP500G8qEX5,6hN9F0iuULZYWXppob22Aj,Simple Minds,Alive And Kicking,2016-02-08T01:07:10Z,54,72,"new wave pop,dance rock,rock,scottish new wave,art rock,new romantic,synthpop,new wave",False,287133,103.105,1,0,4,-11.337,0.153,0.602,0.694,0.000207,0.164,0.0313
1758,40riOy7x9W7GXjyGp4pjAv,0ECwFtbIWEVNwjlrfc6xoL,Eagles,Hotel California - 2013 Remaster,2016-02-08T01:07:10Z,81,80,"country rock,yacht rock,rock,album rock,soft rock,folk rock,mellow gold,classic rock,heartland rock,singer-songwriter",False,391376,147.125,1,2,4,-9.484,0.00574,0.579,0.508,0.000494,0.0575,0.027
1759,48p5E25cFPanxuwCTmTpuL,3jOO5nZ2XPmc232rNjzqJy,When In Rome,The Promise,2016-02-08T01:07:10Z,65,56,"new wave pop,dance rock,new romantic,synthpop,new wave",False,220960,118.01,1,0,4,-10.141,0.0864,0.629,0.876,7.72e-05,0.0431,0.0444
1760,4ECNtOnqzxutZkXP4TE3n3,0rvjqX7ttXeg3mTy8Xscbt,Journey,Separate Ways (Worlds Apart),2016-02-08T01:07:10Z,66,78,"hard rock,rock,album rock,soft rock,mellow gold,classic rock",False,323707,131.435,1,0,4,-3.947,0.0188,0.451,0.962,3.17e-06,0.277,0.0734
1761,4TzFz8i3sbwB7EpNbyOZVx,48gLPvXooUzznfTU3uEwXB,Kenny And The Scots,I Would Walk 500 Miles,2016-02-08T01:07:10Z,0,0,,False,216480,131.876,1,4,4,-6.921,0.193,0.881,0.541,0,0.141,0.0339
1762,4VrWlk8IQxevMvERoX08iC,5WUlDfRSoLAfcVSX1WnrxN,Sia,Chandelier,2016-02-08T01:07:10Z,78,89,"dance pop,australian pop,pop,australian dance",False,216120,117.089,1,1,5,-2.88,0.0197,0.399,0.787,6.07e-05,0.0685,0.0499
1763,4eHbdreAnSOrDDsFfc4Fpm,6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,I Will Always Love You,2016-02-08T01:07:10Z,76,83,"pop,dance pop,urban contemporary",False,271093,66.98,1,4,4,-12.518,0.844,0.306,0.214,5.3e-06,0.0839,0.0356
